DATE,PRICE,VOLUME
2018-03-01 08:00:02,0.05324600,0.09300000
2018-03-01 08:00:02,0.05324200,0.09200000
2018-03-01 08:00:02,0.05324200,0.09500000
2018-03-01 08:00:02,0.05323700,0.59900000
2018-03-01 08:00:02,0.05323500,0.58900000
2018-03-01 08:00:02,0.05323300,1.87900000
2018-03-01 08:00:02,0.05322700,0.13200000
2018-03-01 08:00:02,0.05322400,3.13000000
2018-03-01 08:00:02,0.05322100,0.02100000
2018-03-01 08:00:02,0.05321100,1.66000000
2018-03-01 08:00:02,0.05320800,0.29300000
2018-03-01 08:00:02,0.05320300,0.45200000
2018-03-01 08:00:02,0.05320100,1.00000000
2018-03-01 08:00:02,0.05320000,24.02600000
2018-03-01 08:00:02,0.05319800,0.13500000
2018-03-01 08:00:02,0.05318800,0.09300000
2018-03-01 08:00:02,0.05317700,0.09100000
2018-03-01 08:00:02,0.05315800,0.23200000
2018-03-01 08:00:02,0.05320000,0.39300000
2018-03-01 08:00:02,0.05319800,0.02900000
2018-03-01 08:00:03,0.05312700,0.03800000
2018-03-01 08:00:03,0.05311200,0.01600000
2018-03-01 08:00:03,0.05319800,0.13300000
2018-03-01 08:00:03,0.05319800,0.03300000
2018-03-01 08:00:03,0.05320000,0.39400000
2018-03-01 08:00:03,0.05320000,0.30800000
2018-03-01 08:00:04,0.05320000,0.09700000
2018-03-01 08:00:05,0.05328900,1.07400000
2018-03-01 08:00:07,0.05311700,0.50000000
2018-03-01 08:00:07,0.05329900,0.18800000
2018-03-01 08:00:08,0.05329900,0.33100000
2018-03-01 08:00:08,0.05330000,1.84800000
2018-03-01 08:00:08,0.05311700,1.38000000
2018-03-01 08:00:08,0.05311600,0.18600000
2018-03-01 08:00:08,0.05311600,5.30900000
2018-03-01 08:00:08,0.05311700,0.58100000
2018-03-01 08:00:09,0.05329800,0.01900000
2018-03-01 08:00:09,0.05311500,0.01400000
2018-03-01 08:00:09,0.05329800,0.08800000
2018-03-01 08:00:10,0.05311700,1.80400000
