0;-0.25;0.25;-1;0.08684661
0;-0.25;0.25;-2;0.08703232
0;-0.25;0.25;-3;0.08804266
0;-0.25;0.5;-1;0.08889562
0;-0.25;0.5;-2;0.08119189
0;-0.25;0.5;-3;0.08261507
0;-0.25;0.75;-1;0.08177057
0;-0.25;0.75;-2;0.07993118
0;-0.25;0.75;-3;0.08294345
0;-0.25;1;-1;0.05118155
0;-0.25;1;-2;0.08128043
0;-0.25;1;-3;0.08383501
0;-0.5;0.25;-1;0.09683711
0;-0.5;0.25;-2;0.09369129
0;-0.5;0.25;-3;0.10047251
0;-0.5;0.5;-1;0.10189495
0;-0.5;0.5;-2;0.09699809
0;-0.5;0.5;-3;0.10000436
0;-0.5;0.75;-1;0.09890674
0;-0.5;0.75;-2;0.10232919
0;-0.5;0.75;-3;0.09981988
0;-0.5;1;-1;0.09353824
0;-0.5;1;-2;0.09533309
0;-0.5;1;-3;0.0914735
0;-1;0.25;-1;0.09981062
0;-1;0.25;-2;0.09900268
0;-1;0.25;-3;0.10070366
0;-1;0.5;-1;0.09914715
0;-1;0.5;-2;0.09979193
0;-1;0.5;-3;0.09887058
0;-1;0.75;-1;0.09980024
0;-1;0.75;-2;0.09875786
0;-1;0.75;-3;0.09976411
0;-1;1;-1;0.09944574
0;-1;1;-2;0.09639316
0;-1;1;-3;0.09730371
0;-2;0.25;-1;0.1
0;-2;0.25;-2;0.1
0;-2;0.25;-3;0.1
0;-2;0.5;-1;0.1
0;-2;0.5;-2;0.1
0;-2;0.5;-3;0.1
0;-2;0.75;-1;0.1
0;-2;0.75;-2;0.1
0;-2;0.75;-3;0.1
0;-2;1;-1;0.1
0;-2;1;-2;0.1
0;-2;1;-3;0.1
0;-3;0.25;-1;0.1
0;-3;0.25;-2;0.1
0;-3;0.25;-3;0.1
0;-3;0.5;-1;0.1
0;-3;0.5;-2;0.1
0;-3;0.5;-3;0.1
0;-3;0.75;-1;0.1
0;-3;0.75;-2;0.1
0;-3;0.75;-3;0.1
0;-3;1;-1;0.1
0;-3;1;-2;0.1
0;-3;1;-3;0.1
